date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:14	118/118	---MC-	200	added ('OK')	text/plain	date:Tue,%2030%20May%202023%2020:57:13%20GMT	https://www.inarco.com.pe/robots.txt		(from )
15:57:14	29821/29821	---MC-	200	added ('OK')	text/html	date:Tue,%2030%20May%202023%2020:57:13%20GMT	https://www.inarco.com.pe/	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/index.html	(from )
15:57:14	1290/1290	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Jan%202019%2013:14:20%20GMT	https://www.inarco.com.pe/wp-content/uploads/2019/01/favicon-16x16.png	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/uploads/2019/01/favicon-16x16.png	(from https://www.inarco.com.pe/)
15:57:15	142448/142448	---M--	200	added ('OK')	text/css	date:Thu,%2002%20May%202019%2019:55:48%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/style.css?11	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/style6512.css	(from https://www.inarco.com.pe/)
15:57:16	1729/1729	---MC-	200	added ('OK')	application/rss+xml	etag:%220518eae2a815ce655306211ca503ef16%22	https://www.inarco.com.pe/feed/	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/feed/index.html	(from https://www.inarco.com.pe/)
15:57:17	80574/80574	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Sep%202021%2017:27:11%20GMT	https://www.inarco.com.pe/wp-includes/css/dist/block-library/style.min.css?ver=5.8.7	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-includes/css/dist/block-library/style.min38d6.css	(from https://www.inarco.com.pe/)
15:57:17	2731/2731	---M--	200	added ('OK')	text/css	date:Thu,%2028%20Oct%202021%2015:09:36%20GMT	https://www.inarco.com.pe/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.2	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/plugins/contact-form-7/includes/css/styles4245.css	(from https://www.inarco.com.pe/)
15:57:17	316/316	---M--	200	added ('OK')	text/css	date:Tue,%2014%20Sep%202021%2017:26:38%20GMT	https://www.inarco.com.pe/wp-content/plugins/wpcf7-redirect/build/css/wpcf7-redirect-frontend.min.css?ver=5.8.7	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/plugins/wpcf7-redirect/build/css/wpcf7-redirect-frontend.min38d6.css	(from https://www.inarco.com.pe/)
15:57:17	95786/95786	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1762a%22	https://code.jquery.com/jquery-1.11.1.min.js	C:/My%20Web%20Sites/prueba/code.jquery.com/jquery-1.11.1.min.js	(from https://www.inarco.com.pe/)
15:57:18	1724/1724	---MC-	200	added ('OK')	application/json	date:Tue,%2030%20May%202023%2020:57:17%20GMT	https://www.inarco.com.pe/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-json/wp/v2/pages/7.json	(from https://www.inarco.com.pe/)
15:57:19	816/816	---MC-	200	added ('OK')	text/xml	date:Tue,%2030%20May%202023%2020:57:18%20GMT	https://www.inarco.com.pe/xmlrpc.php?rsd	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/xmlrpc0db0.php	(from https://www.inarco.com.pe/)
15:57:19	123406/123406	---MC-	200	added ('OK')	application/json	date:Tue,%2030%20May%202023%2020:57:17%20GMT	https://www.inarco.com.pe/wp-json/	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-json/index.html	(from https://www.inarco.com.pe/)
15:57:19	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2013%20Dec%202018%2021:19:50%20GMT	https://www.inarco.com.pe/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-includes/wlwmanifest.xml	(from https://www.inarco.com.pe/)
15:57:20	2253/2253	---MC-	200	added ('OK')	application/json	date:Tue,%2030%20May%202023%2020:57:19%20GMT	https://www.inarco.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.inarco.com.pe%2F	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-json/oembed/1.0/embedbe7c.json	(from https://www.inarco.com.pe/)
15:57:20	2329/2329	---MC-	200	added ('OK')	text/xml	date:Tue,%2030%20May%202023%2020:57:19%20GMT	https://www.inarco.com.pe/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.inarco.com.pe%2F&format=xml	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-json/oembed/1.0/embed97ce	(from https://www.inarco.com.pe/)
15:57:20	35452/35452	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:13%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/bootstrap.min.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/bootstrap.min.js	(from https://www.inarco.com.pe/)
15:57:20	12310/12310	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:16%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/slippry.min.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/slippry.min.js	(from https://www.inarco.com.pe/)
15:57:21	44342/44342	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:14%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/owl.carousel.min.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/owl.carousel.min.js	(from https://www.inarco.com.pe/)
15:57:21	67881/67881	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:14%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/jquery.fancybox.min.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/jquery.fancybox.min.js	(from https://www.inarco.com.pe/)
15:57:21	9780/9780	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:15%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/scotchPanels.min.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/scotchPanels.min.js	(from https://www.inarco.com.pe/)
15:57:21	1995/1995	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Dec%202018%2021:56:16%20GMT	https://www.inarco.com.pe/wp-content/themes/inarco-peru/js/theme.script.js	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/themes/inarco-peru/js/theme.script.js	(from https://www.inarco.com.pe/)
15:57:23	82/82	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Jan%202019%2014:41:36%20GMT	http://www.inarco.com.pe/wp-content/uploads/2019/01/dot2_1.png	C:/My%20Web%20Sites/prueba/www.inarco.com.pe/wp-content/uploads/2019/01/dot2_1.png	(from https://www.inarco.com.pe/)
